role	i	j	affiliation
p	KAUFFER EDITH	2009_ST30	CIESAS MEXICO (MEXIQUE)
p	KAY STEPHEN	2009_ST23	RESEARCH, [FEDERAL RESERVE BANK ATLANTA (USA)]
p	KAYA SUMBUL	2009_ST47	CESSP-CRPS, U. PARIS 1
p	KAYA SUMBUL	2011_ST10	CESSP-CRPS, U. PARIS 1
p	KAYA SUMBUL	2017_ST50	IFEA, U. LILLE 2
p	KAYA SUMBUL	2019_ST32	IFEA, CNRS MAE
p	KAYA SUMBUL	2019_STGAINEGALITESETDISCRIMINATIONS	INSTITUT FRANCAIS DETUDES ANATOLIENNES, ISTANBUL
p	KAYO SIKOMBE ANDRE	2013_ST9	U. YAOUNDE 2 (CAMEROUN)
NA	KEATING MICHAEL	2019_ST88	NA
p	KEBABZA HORIA	2011_ST22	SAGESSE, U. TOULOUSE 2
p	KEBAILI SELIMA	2019_ST39	EHESS
p	KELBEL CAMILLE	2015_ST45	CEVIPOL, U. LIBRE BRUXELLES (BELGIQUE)
p	KELLNER THIERRY	2013_ST49	REPI, U. LIBRE BRUXELLES (BELGIQUE)
p	KEMPF HUBERT	2009_ST4	CES, U. PARIS 1 / [BANQUE DE FRANCE]
p	KENSEY ANNIE	2019_STEPOPE	DIRECTION DE LADMINISTRATION PENITENTIAIRE MINISTERE DE LA JUSTICE, CENTRE DE RECHERCHES SOCIOLOGIQUES SUR LE DROIT ET LES INSTITUTIONS PENALES
p	KERGOMARD ZOE	2013_ST24	HISTORISCHE WISSENSCHAFTEN, U. FRIBOURG (SUISSE)
o	KERNALEGENN TUDI	2017_ST41	CRAPUL-IEPI-IEPHI, U. LAUSANNE (SUISSE)
o	KERNALEGENN TUDI	2019_ST66	ISPOLE, U. CATHOLIQUE LOUVAIN (BELGIQUE) / ISP LOUVAIN EUROPE (BELGIQUE)
p	KERNEN ANTOINE	2009_ST23	U. LAUSANNE (SUISSE)
o	KERROUCHE ERIC	2009_ST11	SPIRIT-CED, IEP-U. BORDEAUX
o	KERROUCHE ERIC	2019_ST35	SPIRIT-CED, IEP-U. BORDEAUX
p	KERSCHEN NICOLE	2015_ST39	ISSP, ENS CACHAN & U. PARIS 10
p	KEUTCHEU JOSEPH	2011_ST29	U. DSCHANG (CAMEROUN)
p	KEYHANI NARGUESSE	2017_ST50	U. PARIS 10 / ENS CACHAN
p	KHAROUF-GAUDIG RANA	2009_ST30	DROIT, U. PARIS 5
p	KHEMILAT FATIMA	2015_ST16	CHERPA, IEP AIX EN PROVENCE
p	KHROUZ NADIA	2015_ST59	PACTE, IEP GRENOBLE / CENTRE JACQUES BERQUE RABAT (MAROC)
o	KIENLE EBERHARD	2019_ST67	CERI, SCIENCES PO PARIS
p	KIENLEN PAULINE	2011_ST5	EIUC VENEZIA (ITALIE)
p	KIES RAPHAEL	2009_ST1	U. LUXEMBOURG (LUXEMBOURG)
p	KIWAN FADIA	2009_ST48	INSTITUT SCIENCE POLITIQUE, U. SAINT JOSEPH BEYROUTH (LIBAN)
p	KLEIN ASMARA	2013_ST45	CERI, SCIENCES PO PARIS
d	KLEIN ASMARA	2015_ST54	[PUBLISH WHAT YOU PAY]
p	KLEKOWSKI VON KOPPENFELS AMANDA	2017_ST41	BRUSSELS SCHOOL INTERNATIONAL STUDIES, U. KENT (ROYAUME-UNI)
p	KLETZLEN ANNE	2009_ST24	DEST, INRETS-IFSTTAR MARNE LA VALLEE
p	KLIMA MICHAL	2015_STRC20IPSA	METROPOLITAN U. PRAGUE (REPUBLIQUE TCHEQUE)
d	KLOECK CAROLA	2019_ST61	CERI, CNRS
p	KNUDSEN ANN-CHRISTINA	2013_ST56	AARHUS U. (NORVEGE)
p	KOEBEL MICHEL	2011_ST39	ERSSS, U. STRASBOURG
p	KOEBEL MICHEL	2013_ST36	ERSSS-SAGE, U. STRASBOURG
p	KOHL SEBASTIAN	2015_ST40	MPIFG COLOGNE (ALLEMAGNE)
p	KOLOPP SARAH	2015_ST28	CMH, EHESS PARIS & ENS PARIS
o	KOLOPP SARAH	2019_ST68	ENS PARIS SACLAY
p	KOLOPP SARAH	2019_STGAREGULATIONSMARCHESCAPITALISMES	ENS PARIS SACLAYA, ULRIKE LEPONT PRINTEMPS
p	KONIECZNA ANNA	2019_ST78	SCIENCES PO PARIS, CENTRE DHISTOIRE
p	KOPPE SOPHIE	2015_ST39	U. TOULON
p	KOPPER AKOS	2019_STGAMONDIALISATIONCIRCULATIONSTRANSNATIONALISATION	KOPPER INTERNATIONAL RELATIONS AND EUROPEAN STUDIES, ELTE UNIVERSITY
p	KOSMOPOULOS DIMITRIOS	2015_ST21	IRISSO, U. PARIS 9
p	KOSMOPOULOS DIMITRIOS	2019_ST64	IRISSO, U. PARIS 9
p	KOSTELKA FILIP	2019_ST46	U. ESSEX (ROYAUME-UNI)
p	KOSTERA THOMAS	2011_ST46	U. LIBRE BRUXELLES (BELGIQUE)
p	KOTRAS BAPTISTE	2015_ST18	LATTS, ENPC & U. PARIS EST MARNE LA VALLEE / IFRIS, U. PARIS EST MARNE LA VALLEE
p	KOTRAS BAPTISTE	2019_ST07	UNIVERSITE PARIS EST, LISIS
NA	KOUNOHO TOUSSAINT	2019_ST40	NA
NA	KOUNOHO TOUSSAINT	2019_ST81	NA
p	KOUNTOURI FANI	2011_ST16	CENTRE NATIONAL RECHERCHES SCIENCES SOCIALES (GRECE)
NA	KOUYATE SOULEMAN	2019_ST15	NA
p	KOVACS ATTILA	2017_ST38	CORVINUS U. BUDAPEST (HONGRIE)
p	KOWASCH MATTHIAS	2019_ST23	HAUTE ECOLE PEDAGOGIQUE DE STYRIE
p	KREIL AYMON	2015_ST47	UFSP ASIEN UND EUROPA, U. ZURICH (SUISSE)
p	KREILINGER VALENTIN	2015_ST43	HERTIE SCHOOL GOVERNANCE BERLIN (ALLEMAGNE)
p	KRICK EVA	2015_ST25	HUMBOLDT U. BERLIN (ALLEMAGNE)
a	KRIGER NORMA	2011_ST6	NA
p	KROEZE RONALD	2015_STRC20IPSA	U. AMSTERDAM (PAYS-BAS)
p	KROUWEL ANDRE	2011_ST33	VRIJE U. AMSTERDAM (PAYS-BAS)
p	KRYZHANOUSKI YAUHENI	2011_ST48	GSPE-PRISME-SAGE, IEP-U. STRASBOURG
p	KRZATALA-JAWORSKA EWA	2013_ST7	U. PARIS 1
p	KUCZALA AGNIESZKA	2015_ST45	U. LILLE 2 / KSAP VARSOVIE (POLOGNE)
o	KUHLMANN SABINE	2011_ST25	DHV SPEYER (ALLEMAGNE)
o	KUHLMANN SABINE	2011_ST27	DHV SPEYER (ALLEMAGNE)
p	KYRIAKI NANOU	2011_ST46	EUROPEAN U. INSTITUTE FLORENCE (ITALIE)
p	LABATUT VINCENT	2015_ST7	LIA, U. AVIGNON
d	LABORIER PASCALE	2011_ST25	U. PICARDIE
p	LABOURET SIMON	2013_ST26	PACTE, IEP GRENOBLE
p	LABUSSIERE MARIE	2017_ST27	EHESS PARIS / ENS PARIS
p	LABUSSIERE OLIVIER	2017_ST17	PACTE, IEP GRENOBLE
o	LABZAE MEHDI	2015_ST59	CESSP-CRPS, U. PARIS 1
o	LACOMBE DELPHINE	2013_ST46	IRIS, EHESS PARIS & INSERM & U. PARIS 13
p	LACOMBE LOUISE	2011_ST11	CURAPP-ESS, U. PICARDIE
p	LACROIX BERNARD	2011_ST1	GAP, U. PARIS 10
p	LACROIX BERNARD	2013_ST52	GAP, U. PARIS 10
o	LACROIX JUSTINE	2011_ST47	U. LIBRE BRUXELLES (BELGIQUE)
d	LACROIX JUSTINE	2013_ST65	CENTRE THEORIE POLITIQUE, U. LIBRE BRUXELLES (BELGIQUE)
o	LACROIX JUSTINE	2019_ST57	UNIVERSITE LIBRE DE BRUXELLES
o	LACUISSE MARIE-ESTHER	2009_ST25	CERI, SCIENCES PO PARIS
p	LACUISSE MARIE-ESTHER	2017_ST67	CERIC, U. AIX MARSEILLE 3
NA	LACUISSE MARIE-ESTHER	2019_ST54	NA
p	LAETHIER MAUD	2009_ST35	IRD
NA	LAFAGE-COUTENS ANAIS	2019_ST06	NA
o	LAFLEUR JEAN-MICHEL	2015_ST5	CEDEM, U. LIEGE (BELGIQUE)
o	LAGIER CHRISTELE	2019_ST69	LBNC EA 3788, FR AGOR@NTIC, UNIVERSITE DAVIGNON ET CHERPA, SCIENCE PO AIX
p	LAGNEAU ERIC	2013_ST24	IMM-GSPM, EHESS PARIS
o	LAGRANGE DELPHINE	2013_ST45	SCIENCES PO PARIS
p	LAHIEYTE LILIAN	2015_ST17	CESSP-CRPS, U. PARIS 1
d	LAHIRE BERNARD	2013_ST2	CMW, ENS LYON
p	LAIR ERIC	2011_ST9	U. ROSARIO, BOGOTA (COLOMBIE)
p	LAIR ERIC	2013_ST53	U. ROSARIO, BOGOTA (COLOMBIE)
p	LAJARTHE FANNY	2019_ST02	CENTRE DETUDES DU DEVELOPPEMENT DURABLE, UNIVERSITE LIBRE DE BRUXELLES
p	LAMARCHE KARINE	2009_ST47	CMH, EHESS PARIS & ENS PARIS
p	LAMB THOMA	2017_ST10	CERSA, U. PARIS 2
p	LAMB THOMA	2019_ST07	UNIVERSITE PARIS 2, CERSA
p	LAMBELET ALEXANDRE	2009_ST37	CRAPUL-IEPI-IEPHI, U. LAUSANNE (SUISSE)
p	LAMBELET ALEXANDRE	2011_ST26	PIAPP, FLORIDA STATE U. (USA)
p	LAMBELET ALEXANDRE	2013_ST8	CEE, SCIENCES PO PARIS
o	LAMBELET ALEXANDRE	2019_ST70	HES SO, SUISSE
p	LAMBELET SEBASTIEN	2013_ST19	POLET, U. GENEVE (SUISSE)
p	LAMOUREUX DIANE	2011_ST52	U. LAVAL (CANADA)
p	LAMOUREUX DIANE	2011_ST53	U. LAVAL (CANADA)
p	LAMY JEROME	2013_ST20	LISST-CAS, U. TOULOUSE 2
p	LAMY JEROME	2015_ST57	U. VERSAILLES SAINT QUENTIN
p	LANCELEVEE CAMILLE	2011_ST25	IRIS, EHESS PARIS & INSERM & U. PARIS 13 / CMB, HUMBOLDT U. BERLIN (ALLEMAGNE)
p	LANCELEVEE CAMILLE	2013_ST5	IRIS, EHESS PARIS & INSERM & U. PARIS 13 / CMB, HUMBOLDT U. BERLIN (ALLEMAGNE)
p	LANCELEVEE CAMILLE	2017_ST13	[DIRECTION ADMINISTRATION PENITENTIAIRE] / IRIS, EHESS PARIS & INSERM & U. PARIS 13
o	LANCELEVEE CAMILLE	2019_STEPOPE	CENTRE DE SOCIOLOGIE DES ORGANISATIONS, SCIENCES PO PARIS
p	LANCIEN ANNE	2017_ST32	GSRL, EPHE PARIS
p	LANDRIN XAVIER	2009_ST46	GAP, U. PARIS 10 / CESSP-CRPS, U. PARIS 1
p	LANDRIN XAVIER	2009_ST50	GAP, U. PARIS 10 / CESSP-CRPS, U. PARIS 1
p	LANDRIN XAVIER	2011_ST51	GAP, U. PARIS 10
p	LANDRIN XAVIER	2013_ST60	GAP, U. PARIS 10
p	LANDWEHRLEN THOMAS	2009_ST7	CHERPA-CSPC, IEP AIX EN PROVENCE
p	LANG BERTRAM	2015_ST19	IEP AIX EN PROVENCE / COLLEGE EUROPE BRUGES (BELGIQUE)
p	LANG FLORIAN	2019_ST69	UNIVERSITEIT/EDGE PROGRAMME, BRUSSEL
p	LANG MARION	2017_ST50	U. SAINT ETIENNE / U. AUTONOMA BARCELONA (ESPAGNE)
p	LANG MARION	2019_ST19	TRIANGLE, UNIVERSITE DE SAINT ETIENNE
p	LANS MORGAN	2019_ST85	SPIRIT-CED, IEP-U. BORDEAUX
p	LANTIN-MALLET MICKAELE	2013_ST5	IRIS, EHESS PARIS & INSERM & U. PARIS 13
d	LAPEYRONNIE DIDIER	2019_ST29	UNIVERSITE PARIS IV SORBONNE
o	LAPLANCHE-SERVIGNE SOLINE	2009_ST36	CEVIPOF, SCIENCES PO PARIS
p	LAPLANCHE-SERVIGNE SOLINE	2011_ST48	CEE, SCIENCES PO PARIS
p	LAPLANCHE-SERVIGNE SOLINE	2013_ST11	U. TOURS / CEE, SCIENCES PO PARIS
p	LAPLANCHE-SERVIGNE SOLINE	2015_ST50	CMH, EHESS PARIS & ENS PARIS
o	LAPORTE CAMILLE	2015_ST54	CERI, SCIENCES PO PARIS
d	LARA PHILIPPE	2009_ST51	U. PARIS 2 / INSTITUT MICHEL VILLEY, U. PARIS 2
p	LARAT FABRICE	2011_ST46	CERA, ENA
o	LARAT FABRICE	2013_ST56	CERA, ENA
p	LARCHER SILYANE	2017_ST50	U. PARIS 7
d	LARCHER SILYANE	2019_ST86	URMIS
p	LARDEUX LAURENT	2013_ST11	TRIANGLE, ENS-IEP LYON & U. LYON 2
p	LARDONE MARTIN	2009_ST25	CEVIPOF, SCIENCES PO PARIS
p	LAROUCHE CATHERINE	2019_ST36	U. QUEBEC CHICOUTIMI (CANADA)
p	LARROUQUE DAMIEN	2019_ST03	SCIENCES PO, CERI
o	LARTIGOT-HERVIER LOUISE	2015_ST36	LIEPP, SCIENCES PO PARIS
p	LARZILLIERE PENELOPE	2019_ST48	IRD/CEPED
c	LASCOUMES PIERRE	2009_ST14	CEE, SCIENCES PO PARIS
p	LASCOUMES PIERRE	2009_ST41	CEE, SCIENCES PO PARIS
o	LASCOUMES PIERRE	2011_ST11	CEE, SCIENCES PO PARIS
p	LASCOUMES PIERRE	2013_ST17	CEE, SCIENCES PO PARIS
p	LATIF MEHR	2019_ST69	LATIF UNIVERSITY OF PITTSBURGH, UNITED STATES
p	LATTE STEPHANE	2009_ST38	ENS PARIS / EHESS PARIS
o	LATTE STEPHANE	2011_ST13	GSPE-PRISME, U. HAUTE ALSACE
p	LATTE STEPHANE	2013_ST33	GSPE-PRISME, U. HAUTE ALSACE
p	LAUMOND BENEDICTE	2015_ST32	CESDIP, U. VERSAILLES SAINT QUENTIN
p	LAUMOND BENEDICTE	2019_ST42	CENTRE MARC BLOCH, BERLIN
p	LAUMOND BENEDICTE	2019_ST57	CENTRE MARC BLOCH
p	LAUMOND BENEDICTE	2019_STGANORMESETJUSTICE	CENTRE MARC BLOCH
p	LAURENS SYLVAIN	2013_ST10	CRIA, EHESS PARIS
p	LAURENS SYLVAIN	2013_ST2	CRIA, EHESS PARIS
o	LAURENS SYLVAIN	2017_ST19	EHESS PARIS / CESSP-CRPS, U. PARIS 1
o	LAURENT ANNIE	2009_ST48	CERAPS, U. LILLE 2
o	LAURENT ANNIE	2009_ST5	CERAPS, U. LILLE 2
o	LAURENT ANNIE	2013_ST28	CERAPS, U. LILLE 2
p	LAURENT BRICE	2009_ST43	CSI, MINES PARISTECH
p	LAURENT BRICE	2013_ST16	CSI, MINES PARISTECH
p	LAURENT BRICE	2017_ST19	CSI, MINES PARISTECH
p	LAURENT BRICE	2019_ST23	, JULIEN MERLIN CSI MINES PARISTECH
o	LAURENT MATHIEU	2013_ST57	CERSA, U. PARIS 2
p	LAUTIER BRUNO	2009_ST23	IEDES, U. PARIS 1
d	LAUTIER BRUNO	2009_ST25	IEDES, U. PARIS 1
p	LAVABRE ALICE	2017_ST51	EHESS PARIS
p	LAVABRE ALICE	2019_ST70	EHESS, CENTRE GEORG SIMMEL
p	LAVABRE MARIE-CLAIRE	2009_ST38	CEE, SCIENCES PO PARIS
p	LAVABRE MARIE-CLAIRE	2011_ST50	ISSP, ENS CACHAN & U. PARIS 10
NA	LAVABRE MARIE-CLAIRE	2019_ST17	NA
p	LAVIELLE JULIE	2015_ST52	ISSP, ENS CACHAN & U. PARIS 10
p	LAVIELLE JULIE	2019_ST11	UNIVERSITE PARIS NANTERRE / ISP
p	LAVIGNE DELVILLE PHILIPPE	2015_ST30	GRED, IRD
o	LAVIGNE DELVILLE PHILIPPE	2017_ST21	GRED, IRD
p	LAVOIE KEVIN	2013_ST32	U. QUEBEC OUTAOUAIS (CANADA)
p	LAWSON DENIS	2013_ST51	GRECCAP-CMRP, U. BORDEAUX 4
p	LE BART CHRISTIAN	2011_ST51	IEP RENNES
p	LE BART CHRISTIAN	2013_ST38	CRAPE-ARENES, EHESP-IEP-U. RENNES 1 & 2
p	LE BART CHRISTIAN	2015_ST23	CRAPE-ARENES, EHESP-IEP-U. RENNES 1 & 2
o	LE BART CHRISTIAN	2019_ST71	SCIENCES PO RENNES ET ARENES, UNIVERSITE DE RENNES EHESP CNRS
p	LE BERRE SYLVAIN	2013_ST13	CRAPE-ARENES, EHESP-IEP-U. RENNES 1 & 2
p	LE BERRE SYLVAIN	2015_ST41	CRAPE-ARENES, EHESP-IEP-U. RENNES 1 & 2
o	LE BERRE SYLVAIN	2019_ST23	LUSSI, INSTITUT MINES TELECOM ATLANTIQUE
p	LE BONNIEC FABIEN	2019_STGANORMESETJUSTICE	UNIVERSIDAD CATOLICA DE TEMUCO, CHILI
p	LE BOT FLORENT	2009_ST33	IDHE-IDHES, ENS CACHAN
p	LE BOULAY MORGANE	2009_ST18	IRISSO, U. PARIS 9 / CMB, HUMBOLDT U. BERLIN (ALLEMAGNE) / INSTITUT FUR GESCHICHTSWISSENSCHAFTEN, HUMBOLDT U. BERLIN (ALLEMAGNE)
p	LE BOURHIS JEAN-PIERRE	2011_ST11	CURAPP-ESS, U. PICARDIE
p	LE BOURHIS JEAN-PIERRE	2011_ST26	CURAPP-ESS, U. PICARDIE
p	LE BOURHIS JEAN-PIERRE	2013_ST13	CURAPP-ESS, U. PICARDIE
p	LE BOURHIS JEAN-PIERRE	2015_ST18	CURAPP-ESS, U. PICARDIE
p	LE BOURHIS JEAN-PIERRE	2017_ST16	CRAPE-ARENES, EHESP-IEP-U. RENNES 1 & 2
p	LE BOURHIS JEAN-PIERRE	2017_ST22	CRAPE-ARENES, EHESP-IEP-U. RENNES 1 & 2
p	LE BOURHIS JEAN-PIERRE	2017_ST23	CRAPE-ARENES, EHESP-IEP-U. RENNES 1 & 2
NA	LE BOURHIS JEAN-PIERRE	2019_ST60	NA
p	LE BRAS-CHOPARD ARMELLE	2009_ST15	U. VERSAILLES SAINT QUENTIN
p	LE BRETON-FALEZAN ISABELLE	2013_ST47	CELSA-GRIPIC, U. PARIS 4
o	LE BRETON-FALEZAN ISABELLE	2015_ST55	CELSA, U. PARIS 4
p	LE BRUN CHLOE	2019_ST19	LISST DYNAMIQUES RURALES, ECOLE DINGENIEURS DE PURPAN
p	LE CAPITAINE CATHERINE	2013_ST30	U. LAVAL (CANADA)
p	LE CAROFF CORALIE	2017_ST52	CARISM, U. PARIS 2
p	LE COQ JEAN-FRANCOIS	2011_ST18	ART DEV, CIRAD MONTPELLIER & U. MONTPELLIER 3
NA	LE COQ JEAN-FRANCOIS	2019_ST61	NA
p	LE COUR GRANDMAISON ROMAIN	2015_ST53	CESSP-CRPS, U. PARIS 1
p	LE COUSTUMER PATIENCE	2019_ST01	CED UMR 5116, SCIENCE PO BORDEAUX GRETHA UMR CNRS 5113, UNIVERSITE DE BORDEAUX
p	LE COZANET LAURENE	2015_ST31	IRISSO, U. PARIS 9
p	LE DEVEDEC NICOLAS	2009_ST51	U. RENNES 1 / SOCIOLOGIE, U. MONTREAL (CANADA)
p	LE DEVEDEC NICOLAS	2015_ST26	U. MONTREAL (CANADA)
o	LE DIGOL CHRISTOPHE	2009_ST46	GAP, U. PARIS 10
o	LE DIGOL CHRISTOPHE	2013_ST39	GAP, U. PARIS 10
d	LE DIGOL CHRISTOPHE	2017_ST3	ISSP, ENS CACHAN & U. PARIS 10
d	LE DIGOL CHRISTOPHE	2017_ST48	ISSP, ENS CACHAN & U. PARIS 10
p	LE DIGOL CHRISTOPHE	2019_ST04	UNIVERSITE PARIS NANTERRE / ISP
p	LE FRIANT MARTINE	2011_ST39	LBNC, U. AVIGNON
d	LE GALES PATRICK	2009_ST121	CEE, SCIENCES PO PARIS
p	LE GALES PATRICK	2009_ST14	CEE, SCIENCES PO PARIS
p	LE GALES PATRICK	2009_ST20	CEE, SCIENCES PO PARIS
p	LE GALES PATRICK	2011_ST19	CEE, SCIENCES PO PARIS
p	LE GALES PATRICK	2017_ST11	CEE, SCIENCES PO PARIS
d	LE GALES PATRICK	2017_ST18	CEE, SCIENCES PO PARIS
p	LE GALES PATRICK	2019_STGAINSTITUTIONSACTIONPUBLIQUEETGOUVERNEMENT	CEE, SCIENCES PO PARIS
p	LE GALL ARNAUD	2009_ST43	U. PARIS 1
p	LE GALL LAURENT	2015_ST3	U. BREST
p	LE GOFF ALICE	2011_ST47	U. PARIS 5
p	LE GOUILL CLAUDE	2019_ST23	IHEAL-CREDA, U. PARIS 3 / UNIVERSITY OF ARIZONA (USA)
d	LE GRIGNOU BRIGITTE	2013_ST24	IRISSO, U. PARIS 9
p	LE HERON EDWIN	2019_ST13	SCIENCES PO BORDEAUX, CED UMR 5116
p	LE HUEROU ANNE	2009_ST47	CERCEC, EHESS PARIS / U. LE HAVRE
p	LE HUEROU ANNE	2011_ST8	CERCEC, EHESS PARIS
p	LE LANN YANN	2013_ST16	IDHE-IDHES, U. PARIS 12
o	LE LIDEC PATRICK	2011_ST40	CERSA, U. PARIS 2
p	LE MAT AURORE	2013_ST33	CERAPS, U. LILLE 2
p	LE MAZIER JULIE	2015_ST10	CESSP-CRPS, U. PARIS 1
p	LE MAZIER JULIE	2017_ST3	CESSP-CRPS, U. PARIS 1
o	LE MAZIER JULIE	2019_ST19	CENTRE EUROPEEN DE SOCIOLOGIE ET DE SCIENCE POLITIQUE CESSP
p	LE NAOUR GWENOLA	2009_ST45	TRIANGLE, ENS-IEP LYON & U. LYON 2
d	LE NAOUR GWENOLA	2017_ST12	TRIANGLE, ENS-IEP LYON & U. LYON 2
p	LE NAOUR GWENOLA	2017_ST51	TRIANGLE, ENS-IEP LYON & U. LYON 2
p	LE NAOUR GWENOLA	2019_ST60	SCIENCES PO LYON, TRIANGLE UMR 5206
o	LE PRESTRE PHILIPPE	2011_ST18	IEDS, U. LAVAL (CANADA)
p	LE RENARD AMELIE	2009_ST8	CERI, SCIENCES PO PARIS
o	LE RENARD AMELIE	2011_ST53	U. VERSAILLES SAINT QUENTIN
p	LE SAOUT REMY	2009_ST122	CENS, U. NANTES
p	LE SAOUT REMY	2011_ST40	CENS, U. NANTES
p	LE SAOUT REMY	2015_ST6	CENS, U. NANTES
o	LE SAOUT REMY	2017_ST34	CENS, U. NANTES
p	LE SAOUT REMY	2019_ST33	CENS, UNIVERSITE DE NANTES
p	LE SI NAM	2013_ST24	CMW, U. LYON 2
p	LE TRIVIDIC HARRACHE LILA	2019_STGASAVOIRSDISCIPLINESPOUVOIRS	ARENES UMR 6051, UNIVERSITE DE RENNES
NA	LEBAIL HELENE	2019_ST29	NA
d	LEBARON FREDERIC	2013_ST16	CURAPP-ESS, U. PICARDIE
p	LEBARON FREDERIC	2015_ST57	U. VERSAILLES SAINT QUENTIN
d	LEBARON FREDERIC	2019_ST58	ENS CACHAN, IDHES
d	LEBARON FREDERIC	2019_ST68	ENS PARIS SACLAY
p	LEBARON FREDERIC	2019_STSPOC	ECOLE NORMALE SUPERIEURE PARIS SACLAY
p	LEBASTARD SOPHIE	2019_STGANORMESETJUSTICE	SCIENCES PO BORDEAUX
p	LEBLAY MADEG	2019_ST63	ARENES, UNIVERSITE RENNES 1
p	LEBLAY MADEG	2019_ST82	UNIVERSITE RENNES 1, ARENES
p	LEBOURG NICOLAS	2013_ST27	U. PERPIGNAN
p	LEBOYER OLIVIA	2009_ST52	SCIENCES PO PARIS / U. CLERMONT-FERRAND 1
p	LEBOYER OLIVIA	2013_ST51	PACTE, IEP GRENOBLE
p	LEBOYER OLIVIA	2017_ST74	PACTE, IEP GRENOBLE / IRSEM PARIS
p	LEBRETON FLORIAN	2019_ST49	TVES, ULCO
p	LEBROU VINCENT	2013_ST4	GSPE-PRISME-SAGE, IEP-U. STRASBOURG
p	LEBROU VINCENT	2015_ST41	GSPE-PRISME-SAGE, IEP-U. STRASBOURG
p	LEBROU VINCENT	2017_ST19	GSPE-PRISME-SAGE, IEP-U. STRASBOURG
o	LEBROU VINCENT	2017_ST22	GSPE-PRISME-SAGE, IEP-U. STRASBOURG
p	LEBROU VINCENT	2019_ST45	UNIVERSITE DE STRASBOURG
o	LEBROU VINCENT	2019_STGRUE	UNIVERSITE DE STRASBROUG
p	LECA JEAN	2009_ST14	SCIENCES PO PARIS
p	LECA JEAN	2009_ST3	SCIENCES PO PARIS
p	LECA JEAN	2009_ST49	SCIENCES PO PARIS
d	LECA JEAN	2011_ST9	SCIENCES PO PARIS
d	LECA JEAN	2013_ST40	SCIENCES PO PARIS
NA	LECA JEAN	2019_ST88	NA
p	LECHAUX BLEUWENN	2015_ST14	CRAPE-ARENES, EHESP-IEP-U. RENNES 1 & 2
o	LECHAUX BLEUWENN	2017_ST45	CRAPE-ARENES, EHESP-IEP-U. RENNES 1 & 2
p	LECHAUX BLEUWENN	2017_ST48	CRAPE-ARENES, EHESP-IEP-U. RENNES 1 & 2
p	LECHAUX BLEUWENN	2019_STGAINEGALITESETDISCRIMINATIONS	UNIVERSITE DE RENNES 2/IDA
p	LECHEVALIER ARNAUD	2009_ST23	U. PARIS 1
d	LECHEVALIER ARNAUD	2015_ST38	U. PARIS 1 / LISE, CNAM PARIS
p	LECLER ROMAIN	2015_ST19	ENS PARIS / CESSP-CRPS, U. PARIS 1
p	LECLER ROMAIN	2015_ST28	ENS PARIS / CESSP-CRPS, U. PARIS 1
p	LECLER ROMAIN	2017_ST2	ENS PARIS
o	LECLER ROMAIN	2019_ST52	U. QUEBEC MONTREAL (CANADA)
p	LECLERC ARNAULD	2011_ST47	DCS, U. NANTES
p	LECLERC ARNAULD	2015_ST29	DCS, U. NANTES
p	LECLERC ARNAULD	2017_ST74	DCS, U. NANTES
p	LECLERCQ CATHERINE	2011_ST49	U. LAUSANNE (SUISSE)
p	LECLERCQ SIDNEY	2019_ST40	UNIVERSITE LIBRE DE BRUXELLES
p	LECOMBE DELPHINE	2011_ST4	CERI, SCIENCES PO PARIS
p	LECOMBE DELPHINE	2015_ST57	CERI, SCIENCES PO PARIS
p	LECOMTE DAMIEN	2017_ST37	CESSP-CRPS, U. PARIS 1
p	LECOMTE DAMIEN	2019_ST35	PARIS I CESSP
p	LECOMTE DAMIEN	2019_ST78	UNIVERSITE PARIS I, CESSP
p	LECONTE CECILE	2011_ST46	CERAPS, U. LILLE 2
p	LECONTE CECILE	2019_ST69	IEP DE LILLE CERAPS
o	LECONTE CECILE	2019_ST72	SCIENCES PO LILLE CERAPS
p	LECUYER LAUREN	2013_ST40	ART DEV, CIRAD MONTPELLIER & U. MONTPELLIER 3
p	LEDOUX CLEMENCE	2009_ST15	CEE, SCIENCES PO PARIS
p	LEDOUX CLEMENCE	2011_ST20	CEE, SCIENCES PO PARIS
p	LEDOUX CLEMENCE	2011_ST29	CEE, SCIENCES PO PARIS
p	LEDOUX CLEMENCE	2013_ST6	DCS, U. NANTES / CEE, SCIENCES PO PARIS
o	LEDOUX CLEMENCE	2013_ST8	DCS, U. NANTES / CEE, SCIENCES PO PARIS
p	LEDOUX CLEMENCE	2017_ST5	DCS, U. NANTES
p	LEE KILHO	2017_ST1	ISSP, ENS CACHAN & U. PARIS 10
p	LEFEBURE PIERRE	2009_ST122	SPIRIT-CED, IEP-U. BORDEAUX
p	LEFEBURE PIERRE	2009_ST13	SPIRIT-CED, IEP-U. BORDEAUX
p	LEFEBURE PIERRE	2011_ST33	SPIRIT-CED, IEP-U. BORDEAUX
p	LEFEBURE PIERRE	2015_ST7	SPC, U. PARIS 13 / IRISSO-LCP, U. PARIS 9
p	LEFEBURE PIERRE	2015_ST9	SPC, U. PARIS 13 / IRISSO-LCP, U. PARIS 9
p	LEFEBURE PIERRE	2017_ST39	U. PARIS 13 / IRISSO-LCP, U. PARIS 9
